arrest_date,offense,offense_level,age_group,perp_sex,arrest_boro,arrest_precinct
Date of the arrest,Description of the offense,Level of the offense (Felony/ Misdemeanor/ Violation/ Infraction),Age group the perp falls into (<18/ 18-24/ 25-44/ 45-64/ 65+),Sex of the perp (M/ F),Borough the perp was arrested in (Manhattan/ Brooklyn/ Bronx/ Queens/ Staten Island),Precinct number that made the arrest
